bundle_id,product_ids,product_count,product_names,categories,movement_labels,fast_product_count,medium_product_count,slow_product_count,fp_growth_support,pair_support,avg_pair_confidence,avg_pair_lift,graph_density,connected_edges,test_exact_support,test_attachment_rate_2_plus,test_attachment_rate,test_average_overlap,test_lift,estimated_bundle_retail_price,estimated_bundle_profit,base_bundle_score,source,normal_bundle_retail_price,estimated_bundle_cost,normal_bundle_profit,suggested_discount_pct,promo_bundle_price,promo_bundle_profit,promo_profit_margin
130,"1449,1854,2056,3019",4,Milo Drink 180ml|CBL Nice Biscuits  100g|Maggi Coconut Milk Powder 125g|Vaseline Kiss of Petals 100ml,Beverages|Dairy & Chilled|General Grocery|Snacks & Confectionery,Fast|Fast|Fast|Slow,3,0,1,0.03289502784647245,0.016848623760982773,0.6980834711821835,13.444268844672633,1.0,6,0.0002358490566037736,0.03702830188679245,0.034669811320754716,0.23726415094339623,304.7089825261597,969.42,71.81,0.8226665301112898,adaptive_fp_growth_fast_slow,1010.0,897.61,112.39,0.0402,969.42,71.81,0.0741
131,"1122,2003,2008,2170,2279",5,Vaseline Sun+ 100ml|Ocean Star Canned Fish 155g|Marina Coconut Oil 350ml|Wijaya Curry Powder 50g|Araliya Premium Samba Rice 1kg,"Cooking Essentials|General Grocery|Meat, Fish & Frozen|Staples & Dry Groceries",Slow|Fast|Fast|Fast|Fast,4,0,1,0.03138005911092346,0.018975812775197543,0.8168864729074266,20.52775877081377,1.0,10,0.0,0.032547169811320754,0.03207547169811321,0.1705188679245283,0.0,1657.39,122.77,0.8226579709361141,adaptive_fp_growth_fast_slow,1712.0,1534.62,177.38,0.0319,1657.39,122.77,0.0741
132,"1200,2003,2008,2170,2279",5,Eva Dritex Wings 20p|Ocean Star Canned Fish 155g|Marina Coconut Oil 350ml|Wijaya Curry Powder 50g|Araliya Premium Samba Rice 1kg,"Cooking Essentials|General Grocery|Meat, Fish & Frozen|Staples & Dry Groceries",Slow|Fast|Fast|Fast|Fast,4,0,1,0.03138005911092346,0.0189396224138971,0.8168864729074266,20.52775877081377,1.0,10,0.0,0.032547169811320754,0.03207547169811321,0.17028301886792452,0.0,1016.4,75.29,0.8226556124455481,adaptive_fp_growth_fast_slow,1027.0,941.11,85.89,0.0103,1016.4,75.29,0.0741
133,"1123,2003,2008,2056,2170,2279",6,Vaseline Cocoa 100ml|Ocean Star Canned Fish 155g|Marina Coconut Oil 350ml|Maggi Coconut Milk Powder 125g|Wijaya Curry Powder 50g|Araliya Premium Samba Rice 1kg,"Cooking Essentials|Dairy & Chilled|General Grocery|Meat, Fish & Frozen|Staples & Dry Groceries",Slow|Fast|Fast|Fast|Fast|Fast,5,0,1,0.03139936063695036,0.02119146711703561,0.794680764780198,19.262274462253544,1.0,15,0.0,0.03372641509433962,0.03207547169811321,0.24622641509433962,0.0,1752.0,75.0,0.8223271147170298,adaptive_fp_growth_fast_slow,1752.0,1677.0,75.0,0.0,1752.0,75.0,0.0428
134,"1122,2003,2008,2056,2170,2279",6,Vaseline Sun+ 100ml|Ocean Star Canned Fish 155g|Marina Coconut Oil 350ml|Maggi Coconut Milk Powder 125g|Wijaya Curry Powder 50g|Araliya Premium Samba Rice 1kg,"Cooking Essentials|Dairy & Chilled|General Grocery|Meat, Fish & Frozen|Staples & Dry Groceries",Slow|Fast|Fast|Fast|Fast|Fast,5,0,1,0.03139936063695036,0.021195488268291214,0.794680764780198,19.262274462253544,1.0,15,0.0,0.03372641509433962,0.03207547169811321,0.24599056603773584,0.0,1870.15,138.53,0.8223251493082248,adaptive_fp_growth_fast_slow,1922.0,1731.62,190.38,0.027,1870.15,138.53,0.0741
135,"1396,2003,2008,2056,2170,2279",6,Link Samahan 10pkt|Ocean Star Canned Fish 155g|Marina Coconut Oil 350ml|Maggi Coconut Milk Powder 125g|Wijaya Curry Powder 50g|Araliya Premium Samba Rice 1kg,"Cooking Essentials|Dairy & Chilled|Health & Medicine|Meat, Fish & Frozen|Staples & Dry Groceries",Slow|Fast|Fast|Fast|Fast|Fast,5,0,1,0.03139936063695036,0.021195488268291214,0.794680764780198,19.262274462253544,1.0,15,0.0,0.03372641509433962,0.03207547169811321,0.24599056603773584,0.0,1179.36,87.36,0.8223251493082248,adaptive_fp_growth_fast_slow,1232.0,1092.0,140.0,0.0427,1179.36,87.36,0.0741
136,"1200,2003,2008,2056,2170,2279",6,Eva Dritex Wings 20p|Ocean Star Canned Fish 155g|Marina Coconut Oil 350ml|Maggi Coconut Milk Powder 125g|Wijaya Curry Powder 50g|Araliya Premium Samba Rice 1kg,"Cooking Essentials|Dairy & Chilled|General Grocery|Meat, Fish & Frozen|Staples & Dry Groceries",Slow|Fast|Fast|Fast|Fast|Fast,5,0,1,0.03139936063695036,0.021163319058246376,0.794680764780198,19.262274462253544,1.0,15,0.0,0.03349056603773585,0.03207547169811321,0.24575471698113208,0.0,1229.16,91.05,0.8217925235220612,adaptive_fp_growth_fast_slow,1237.0,1138.11,98.89,0.0063,1229.16,91.05,0.0741
137,"1479,1564,1853,2770",4,White Sugar 1kg|Watawala Tea 100g|CBL Ginger Biscuits 400g|Lifebuoy Kohomba 100g,Beverages|Cooking Essentials|General Grocery|Staples & Dry Groceries,Fast|Fast|Fast|Slow,3,0,1,0.02947658530021761,0.019502583589681724,0.6948761308241601,14.827765434624654,1.0,6,0.0,0.04221698113207547,0.029952830188679246,0.1643867924528302,0.0,805.77,59.69,0.8211565375481523,adaptive_fp_growth_fast_slow,828.0,746.08,81.92,0.0269,805.77,59.69,0.0741
138,"1479,1564,1631,1853",4,White Sugar 1kg|Watawala Tea 100g|Ritzbury Rave 26g|CBL Ginger Biscuits 400g,Beverages|Cooking Essentials|General Grocery|Staples & Dry Groceries,Fast|Fast|Slow|Fast,3,0,1,0.02947658530021761,0.019472424955264692,0.6948761308241601,14.827765434624654,1.0,6,0.0,0.04221698113207547,0.029952830188679246,0.16391509433962265,0.0,783.41,58.03,0.8211506413217372,adaptive_fp_growth_fast_slow,805.0,725.38,79.62,0.0268,783.41,58.03,0.0741
139,"1396,2003,2008,2279",4,Link Samahan 10pkt|Ocean Star Canned Fish 155g|Marina Coconut Oil 350ml|Araliya Premium Samba Rice 1kg,"Cooking Essentials|Health & Medicine|Meat, Fish & Frozen|Staples & Dry Groceries",Slow|Fast|Fast|Fast,3,0,1,0.03138307497436517,0.01586344170335967,0.8097462337296494,20.112455842416697,1.0,6,0.0,0.03231132075471698,0.03207547169811321,0.13183962264150945,0.0,918.0,68.0,0.8209990812858626,adaptive_fp_growth_fast_slow,972.0,850.0,122.0,0.0556,918.0,68.0,0.0741
140,"1123,2003,2056,2170",4,Vaseline Cocoa 100ml|Ocean Star Canned Fish 155g|Maggi Coconut Milk Powder 125g|Wijaya Curry Powder 50g,"Cooking Essentials|Dairy & Chilled|General Grocery|Meat, Fish & Frozen",Slow|Fast|Fast|Fast,3,0,1,0.03140318073064319,0.015963970484749786,0.7995566004562112,19.467683783779087,1.0,6,0.0,0.03278301886792453,0.03207547169811321,0.15235849056603773,0.0,1280.0,38.0,0.8207884428986204,adaptive_fp_growth_fast_slow,1280.0,1242.0,38.0,0.0,1280.0,38.0,0.0297
141,"1123,2003,2056,2170,2279",5,Vaseline Cocoa 100ml|Ocean Star Canned Fish 155g|Maggi Coconut Milk Powder 125g|Wijaya Curry Powder 50g|Araliya Premium Samba Rice 1kg,"Cooking Essentials|Dairy & Chilled|General Grocery|Meat, Fish & Frozen|Staples & Dry Groceries",Slow|Fast|Fast|Fast|Fast,4,0,1,0.03139513842813198,0.01906628867844864,0.7977288382188015,19.413836707109166,1.0,10,0.0,0.03278301886792453,0.03207547169811321,0.19150943396226416,0.0,1430.0,48.0,0.8205248917705562,adaptive_fp_growth_fast_slow,1430.0,1382.0,48.0,0.0,1430.0,48.0,0.0336
142,"1200,2003,2008,2279",4,Eva Dritex Wings 20p|Ocean Star Canned Fish 155g|Marina Coconut Oil 350ml|Araliya Premium Samba Rice 1kg,"Cooking Essentials|General Grocery|Meat, Fish & Frozen|Staples & Dry Groceries",Slow|Fast|Fast|Fast,3,0,1,0.03138307497436517,0.015813177312664618,0.8097462337296494,20.112455842416697,1.0,6,0.0,0.03207547169811321,0.03207547169811321,0.13160377358490566,0.0,967.8,71.69,0.8204654727952966,adaptive_fp_growth_fast_slow,977.0,896.11,80.89,0.0094,967.8,71.69,0.0741
143,"1496,1770,1854,2046,2069,2478",6,Tiara Layer Cake (Chocolate)310g|Keells Chicken Bockwurst 400g|CBL Nice Biscuits  100g|Edinborough Tomato Sauce 375g|CocaCola 1.5L|Ritzbury Chocolate (Peanut) 45g,"Cooking Essentials|General Grocery|Meat, Fish & Frozen|Snacks & Confectionery",Fast|Slow|Fast|Fast|Fast|Fast,5,0,1,0.020657547589208125,0.02064495610547845,0.6110469680606281,16.124170264208782,0.7333333333333333,11,0.0,0.05377358490566038,0.04929245283018868,0.33419811320754716,0.0,1471.61,109.01,0.8204325955235596,adaptive_fp_growth_fast_slow,1499.0,1362.6,136.4,0.0183,1471.61,109.01,0.0741
144,"1449,1478,1854,1993,2056,2378",6,Milo Drink 180ml|White Sugar 1kg (Pkt)|CBL Nice Biscuits  100g|Edinborough Lime Seasoning200ml|Maggi Coconut Milk Powder 125g|Zesta Tea (BOPF) 390g,Beverages|Dairy & Chilled|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Fast|Slow|Fast|Fast,5,0,1,0.029290265141753057,0.02975149285240364,0.6546473770909531,12.722579070180304,0.8,12,0.0,0.05165094339622642,0.03514150943396226,0.35283018867924526,0.0,1419.67,105.16,0.8202057543623851,adaptive_fp_growth_fast_slow,1470.0,1314.51,155.49,0.0342,1419.67,105.16,0.0741
145,"1125,1496,1635,2020,2045",5,Vaseline Healthy 100ml|Tiara Layer Cake (Chocolate)310g|Ritzbury  Chunky-Choc (Classic)200g|Harischandra Noodles 400g (2minutes)|Edinborough Tomato Sauce 405g,Cooking Essentials|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Slow|Fast|Fast|Fast|Fast,4,0,1,0.03139011198906247,0.01893359068701369,0.8389605570541416,21.94805126366924,1.0,10,0.0,0.03207547169811321,0.029952830188679246,0.2054245283018868,0.0,1081.08,80.08,0.819950215633593,adaptive_fp_growth_fast_slow,1150.0,1001.0,149.0,0.0599,1081.08,80.08,0.0741
146,"1496,1635,2020,2045,2416",5,Tiara Layer Cake (Chocolate)310g|Ritzbury  Chunky-Choc (Classic)200g|Harischandra Noodles 400g (2minutes)|Edinborough Tomato Sauce 405g|Camellia Parfum (Purity) 22ml,Cooking Essentials|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Fast|Fast|Slow,4,0,1,0.03139011198906247,0.018963749321430728,0.8389605570541416,21.94805126366924,1.0,10,0.0,0.03207547169811321,0.029952830188679246,0.20495283018867924,0.0,1023.3,75.8,0.8199454986524609,adaptive_fp_growth_fast_slow,1100.0,947.5,152.5,0.0697,1023.3,75.8,0.0741
147,"1496,1635,1921,2020,2045",5,Tiara Layer Cake (Chocolate)310g|Ritzbury  Chunky-Choc (Classic)200g|Surf excel (Aloevera) 500g|Harischandra Noodles 400g (2minutes)|Edinborough Tomato Sauce 405g,Cooking Essentials|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Slow|Fast|Fast,4,0,1,0.03139011198906247,0.018933590687013693,0.8389605570541416,21.94805126366924,1.0,10,0.0,0.03207547169811321,0.029952830188679246,0.20471698113207548,0.0,1021.68,75.68,0.819943140161895,adaptive_fp_growth_fast_slow,1085.0,946.0,139.0,0.0584,1021.68,75.68,0.0741
148,"1496,1635,2020,2045,2184",5,Tiara Layer Cake (Chocolate)310g|Ritzbury  Chunky-Choc (Classic)200g|Harischandra Noodles 400g (2minutes)|Edinborough Tomato Sauce 405g|Wijaya Fenugreek 100g,Cooking Essentials|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Fast|Fast|Slow,4,0,1,0.03139011198906247,0.018927558960130285,0.8389605570541416,21.94805126366924,1.0,10,0.0,0.03207547169811321,0.029952830188679246,0.2044811320754717,0.0,894.24,66.24,0.8199407816713289,adaptive_fp_growth_fast_slow,960.0,828.0,132.0,0.0685,894.24,66.24,0.0741
149,"1496,2020,2045,2068,2118",5,Tiara Layer Cake (Chocolate)310g|Harischandra Noodles 400g (2minutes)|Edinborough Tomato Sauce 405g|CocaCola 1050ml|Signal Deep Clean (T.B),Cooking Essentials|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Fast|Fast|Slow,4,0,1,0.03139312785250417,0.018945654140780508,0.8388371543688805,21.94059794145933,1.0,10,0.0,0.03207547169811321,0.029952830188679246,0.20424528301886793,0.0,1004.44,74.4,0.8199199127779737,adaptive_fp_growth_fast_slow,1063.0,930.04,132.96,0.0551,1004.44,74.4,0.0741
150,"1374,1496,1635,2020,2045",5,Ninja Mosquito Control Liquid+Machine|Tiara Layer Cake (Chocolate)310g|Ritzbury  Chunky-Choc (Classic)200g|Harischandra Noodles 400g (2minutes)|Edinborough Tomato Sauce 405g,Cooking Essentials|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Slow|Fast|Fast|Fast|Fast,4,0,1,0.03139011198906247,0.018945654140780505,0.8389605570541416,21.94805126366924,1.0,10,0.0,0.031839622641509434,0.029952830188679246,0.20495283018867924,0.0,1604.88,118.88,0.8194148382751024,adaptive_fp_growth_fast_slow,1660.0,1486.0,174.0,0.0332,1604.88,118.88,0.0741
151,"1404,1496,1635,2020,2045",5,Kellogg's Chocos 110g|Tiara Layer Cake (Chocolate)310g|Ritzbury  Chunky-Choc (Classic)200g|Harischandra Noodles 400g (2minutes)|Edinborough Tomato Sauce 405g,Cooking Essentials|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Slow|Fast|Fast|Fast|Fast,4,0,1,0.03139011198906247,0.018951685867663916,0.8389605570541416,21.94805126366924,1.0,10,0.0,0.031839622641509434,0.029952830188679246,0.20495283018867924,0.0,1097.28,81.28,0.8194148382751024,adaptive_fp_growth_fast_slow,1170.0,1016.0,154.0,0.0622,1097.28,81.28,0.0741
152,"1123,1496,1635,2020,2045",5,Vaseline Cocoa 100ml|Tiara Layer Cake (Chocolate)310g|Ritzbury  Chunky-Choc (Classic)200g|Harischandra Noodles 400g (2minutes)|Edinborough Tomato Sauce 405g,Cooking Essentials|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Slow|Fast|Fast|Fast|Fast,4,0,1,0.03139011198906247,0.018927558960130285,0.8389605570541416,21.94805126366924,1.0,10,0.0,0.031839622641509434,0.029952830188679246,0.20471698113207548,0.0,1723.68,127.68,0.8194124797845365,adaptive_fp_growth_fast_slow,1730.0,1596.0,134.0,0.0037,1723.68,127.68,0.0741
153,"1496,1635,1940,2020,2045",5,Tiara Layer Cake (Chocolate)310g|Ritzbury  Chunky-Choc (Classic)200g|britol super 45g|Harischandra Noodles 400g (2minutes)|Edinborough Tomato Sauce 405g,Cooking Essentials|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Slow|Fast|Fast,4,0,1,0.03139011198906247,0.018933590687013693,0.8389605570541416,21.94805126366924,1.0,10,0.0002358490566037736,0.031839622641509434,0.029952830188679246,0.2044811320754717,52150.211392738885,858.6,63.6,0.8194101212939704,adaptive_fp_growth_fast_slow,920.0,795.0,125.0,0.0667,858.6,63.6,0.0741
154,"1496,1635,2020,2045,2358",5,Tiara Layer Cake (Chocolate)310g|Ritzbury  Chunky-Choc (Classic)200g|Harischandra Noodles 400g (2minutes)|Edinborough Tomato Sauce 405g|Iodex Head Fast 18g,Cooking Essentials|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Fast|Fast|Slow,4,0,1,0.03139011198906247,0.018927558960130285,0.8389605570541416,21.94805126366924,1.0,10,0.0,0.031839622641509434,0.029952830188679246,0.2044811320754717,0.0,1070.67,79.31,0.8194101212939704,adaptive_fp_growth_fast_slow,1140.0,991.36,148.64,0.0608,1070.67,79.31,0.0741
155,"1496,1635,2020,2045,2638",5,Tiara Layer Cake (Chocolate)310g|Ritzbury  Chunky-Choc (Classic)200g|Harischandra Noodles 400g (2minutes)|Edinborough Tomato Sauce 405g|Champion (Cool Mint) 90g,Cooking Essentials|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Fast|Fast|Slow,4,0,1,0.03139011198906247,0.018951685867663916,0.8389605570541416,21.94805126366924,1.0,10,0.0,0.031839622641509434,0.029952830188679246,0.2044811320754717,0.0,904.91,67.03,0.8194101212939704,adaptive_fp_growth_fast_slow,965.0,837.88,127.12,0.0623,904.91,67.03,0.0741
156,"1496,1635,2020,2045,2866",5,Tiara Layer Cake (Chocolate)310g|Ritzbury  Chunky-Choc (Classic)200g|Harischandra Noodles 400g (2minutes)|Edinborough Tomato Sauce 405g|Marmite 100g,Cooking Essentials|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Fast|Fast|Slow,4,0,1,0.03139011198906247,0.018927558960130285,0.8389605570541416,21.94805126366924,1.0,10,0.0,0.031839622641509434,0.029952830188679246,0.2044811320754717,0.0,1518.48,112.48,0.8194101212939704,adaptive_fp_growth_fast_slow,1585.0,1406.0,179.0,0.042,1518.48,112.48,0.0741
157,"1473,1496,1635,2020,2045",5,Nescafe Classic 50g|Tiara Layer Cake (Chocolate)310g|Ritzbury  Chunky-Choc (Classic)200g|Harischandra Noodles 400g (2minutes)|Edinborough Tomato Sauce 405g,Cooking Essentials|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Slow|Fast|Fast|Fast|Fast,4,0,1,0.03139011198906247,0.01893359068701369,0.8389605570541416,21.94805126366924,1.0,10,0.0,0.031839622641509434,0.029952830188679246,0.20424528301886793,0.0,1712.88,126.88,0.8194077628034043,adaptive_fp_growth_fast_slow,1750.0,1586.0,164.0,0.0212,1712.88,126.88,0.0741
158,"1496,1635,1770,2020,2045",5,Tiara Layer Cake (Chocolate)310g|Ritzbury  Chunky-Choc (Classic)200g|Keells Chicken Bockwurst 400g|Harischandra Noodles 400g (2minutes)|Edinborough Tomato Sauce 405g,"Cooking Essentials|General Grocery|Meat, Fish & Frozen|Snacks & Confectionery|Staples & Dry Groceries",Fast|Fast|Slow|Fast|Fast,4,0,1,0.03139011198906247,0.018945654140780505,0.8389605570541416,21.94805126366924,1.0,10,0.0002358490566037736,0.031839622641509434,0.029952830188679246,0.20424528301886793,78225.31708910833,1340.28,99.28,0.8194077628034043,adaptive_fp_growth_fast_slow,1409.0,1241.0,168.0,0.0488,1340.28,99.28,0.0741
159,"1496,1635,2020,2045,3002",5,Tiara Layer Cake (Chocolate)310g|Ritzbury  Chunky-Choc (Classic)200g|Harischandra Noodles 400g (2minutes)|Edinborough Tomato Sauce 405g|Sun Crush Lemon Lime 250ml,Cooking Essentials|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Fast|Fast|Slow,4,0,1,0.03139011198906247,0.018927558960130285,0.8389605570541416,21.94805126366924,1.0,10,0.0,0.031839622641509434,0.029952830188679246,0.20424528301886793,0.0,1000.08,74.08,0.8194077628034043,adaptive_fp_growth_fast_slow,1060.0,926.0,134.0,0.0565,1000.08,74.08,0.0741
160,"1404,1496,2020,2045,2068",5,Kellogg's Chocos 110g|Tiara Layer Cake (Chocolate)310g|Harischandra Noodles 400g (2minutes)|Edinborough Tomato Sauce 405g|CocaCola 1050ml,Cooking Essentials|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Slow|Fast|Fast|Fast|Fast,4,0,1,0.03139312785250417,0.018969781048314132,0.8388371543688805,21.94059794145933,1.0,10,0.0,0.031839622641509434,0.029952830188679246,0.20471698113207548,0.0,1185.84,87.84,0.8193939693817474,adaptive_fp_growth_fast_slow,1250.0,1098.0,152.0,0.0513,1185.84,87.84,0.0741
161,"1496,2020,2045,2068,3002",5,Tiara Layer Cake (Chocolate)310g|Harischandra Noodles 400g (2minutes)|Edinborough Tomato Sauce 405g|CocaCola 1050ml|Sun Crush Lemon Lime 250ml,Cooking Essentials|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Fast|Fast|Slow,4,0,1,0.03139312785250417,0.018945654140780508,0.8388371543688805,21.94059794145933,1.0,10,0.0,0.031839622641509434,0.029952830188679246,0.20400943396226415,0.0,1088.64,80.64,0.8193868939100492,adaptive_fp_growth_fast_slow,1140.0,1008.0,132.0,0.0451,1088.64,80.64,0.0741
162,"1125,1496,2020,2045",4,Vaseline Healthy 100ml|Tiara Layer Cake (Chocolate)310g|Harischandra Noodles 400g (2minutes)|Edinborough Tomato Sauce 405g,Cooking Essentials|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Slow|Fast|Fast|Fast,3,0,1,0.03138307497436517,0.01582323019080363,0.8399723066820174,21.9628312653581,1.0,6,0.0,0.03160377358490566,0.029952830188679246,0.14669811320754716,0.0,867.24,64.24,0.8188201384551329,adaptive_fp_growth_fast_slow,930.0,803.0,127.0,0.0675,867.24,64.24,0.0741
163,"1496,2020,2045,2416",4,Tiara Layer Cake (Chocolate)310g|Harischandra Noodles 400g (2minutes)|Edinborough Tomato Sauce 405g|Camellia Parfum (Purity) 22ml,Cooking Essentials|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Fast|Slow,3,0,1,0.03138307497436517,0.015863441703359668,0.8399723066820174,21.9628312653581,1.0,6,0.0,0.03160377358490566,0.029952830188679246,0.14622641509433962,0.0,809.46,59.96,0.8188142422287178,adaptive_fp_growth_fast_slow,880.0,749.5,130.5,0.0802,809.46,59.96,0.0741
164,"1496,1921,2020,2045",4,Tiara Layer Cake (Chocolate)310g|Surf excel (Aloevera) 500g|Harischandra Noodles 400g (2minutes)|Edinborough Tomato Sauce 405g,Cooking Essentials|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Slow|Fast|Fast,3,0,1,0.03138307497436517,0.015823230190803627,0.8399723066820174,21.9628312653581,1.0,6,0.0,0.03160377358490566,0.029952830188679246,0.14599056603773586,0.0,807.84,59.84,0.8188112941155102,adaptive_fp_growth_fast_slow,865.0,748.0,117.0,0.0661,807.84,59.84,0.0741
165,"1449,1478,1854,2378,3066",5,Milo Drink 180ml|White Sugar 1kg (Pkt)|CBL Nice Biscuits  100g|Zesta Tea (BOPF) 390g|MD WoodApple Jam 300g,Beverages|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Fast|Fast|Slow,4,0,1,0.030397281002420562,0.02664515350744918,0.6817017391423871,13.492725020606613,0.8,8,0.0002358490566037736,0.049528301886792456,0.03490566037735849,0.27735849056603773,16526.58888277476,1358.11,100.6,0.8187316759656977,adaptive_fp_growth_fast_slow,1370.0,1257.51,112.49,0.0087,1358.11,100.6,0.0741
166,"1188,2501,2512,2622,3034,3080",6,Baby Diaper (Softlove) 4pcs /L|Magic Fantastick 75ml|Pears Baby Soap (Aloevera) 95g|Baby Cheramy Baby Cologne 50ml|Pears Baby Cream 50ml|BabyCheramy Moisturizes & Cares Baby Shampoo 100ml,Baby & Kids|General Grocery,Fast|Slow|Fast|Fast|Fast|Fast,5,0,1,0.02472011957206835,0.018083117196453346,0.7927473752429686,24.344518611092706,1.0,15,0.0,0.038679245283018866,0.026415094339622643,0.19882075471698113,0.0,980.37,72.62,0.8186349836449359,adaptive_fp_growth_fast_slow,990.0,907.75,82.25,0.0097,980.37,72.62,0.0741
167,"1023,1188,2512,2622,3034,3080",6,Sensodyne 40g|Baby Diaper (Softlove) 4pcs /L|Pears Baby Soap (Aloevera) 95g|Baby Cheramy Baby Cologne 50ml|Pears Baby Cream 50ml|BabyCheramy Moisturizes & Cares Baby Shampoo 100ml,Baby & Kids|General Grocery,Slow|Fast|Fast|Fast|Fast|Fast,5,0,1,0.02472011957206835,0.01807105374268653,0.7927473752429686,24.344518611092706,1.0,15,0.0,0.038679245283018866,0.026415094339622643,0.19811320754716982,0.0,1125.0,82.25,0.8186290874185208,adaptive_fp_growth_fast_slow,1125.0,1042.75,82.25,0.0,1125.0,82.25,0.0731
168,"1188,2225,2512,2622,3034,3080",6,Baby Diaper (Softlove) 4pcs /L|Royal Candles (large)|Pears Baby Soap (Aloevera) 95g|Baby Cheramy Baby Cologne 50ml|Pears Baby Cream 50ml|BabyCheramy Moisturizes & Cares Baby Shampoo 100ml,Baby & Kids|General Grocery,Fast|Slow|Fast|Fast|Fast|Fast,5,0,1,0.02472011957206835,0.018103222952731368,0.7927473752429686,24.344518611092706,1.0,15,0.0,0.038679245283018866,0.026415094339622643,0.19787735849056604,0.0,1130.37,87.62,0.8186271220097158,adaptive_fp_growth_fast_slow,1235.0,1042.75,192.25,0.0847,1130.37,87.62,0.0775
169,"1188,2512,2622,3034,3080,3133",6,Baby Diaper (Softlove) 4pcs /L|Pears Baby Soap (Aloevera) 95g|Baby Cheramy Baby Cologne 50ml|Pears Baby Cream 50ml|BabyCheramy Moisturizes & Cares Baby Shampoo 100ml|Marvel Tampons Heavy flow,Baby & Kids|General Grocery,Fast|Fast|Fast|Fast|Fast|Slow,5,0,1,0.02472011957206835,0.018071053742686527,0.7927473752429686,24.344518611092706,1.0,15,0.0,0.038679245283018866,0.026415094339622643,0.19787735849056604,0.0,1661.23,125.48,0.8186271220097158,adaptive_fp_growth_fast_slow,1815.0,1535.75,279.25,0.0847,1661.23,125.48,0.0755
170,"1122,2003,2008,2056,2279",5,Vaseline Sun+ 100ml|Ocean Star Canned Fish 155g|Marina Coconut Oil 350ml|Maggi Coconut Milk Powder 125g|Araliya Premium Samba Rice 1kg,"Cooking Essentials|Dairy & Chilled|General Grocery|Meat, Fish & Frozen|Staples & Dry Groceries",Slow|Fast|Fast|Fast|Fast,4,0,1,0.03140519130627099,0.019132637674166113,0.7837597768131548,18.650682039387036,1.0,10,0.0,0.03278301886792453,0.03207547169811321,0.20731132075471698,0.0,1821.55,134.93,0.8185875514276337,adaptive_fp_growth_fast_slow,1872.0,1686.62,185.38,0.0269,1821.55,134.93,0.0741
171,"1374,1496,2020,2045",4,Ninja Mosquito Control Liquid+Machine|Tiara Layer Cake (Chocolate)310g|Harischandra Noodles 400g (2minutes)|Edinborough Tomato Sauce 405g,Cooking Essentials|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Slow|Fast|Fast|Fast,3,0,1,0.03138307497436517,0.015833283068942636,0.8399723066820174,21.9628312653581,1.0,6,0.0,0.03136792452830189,0.029952830188679246,0.14622641509433962,0.0,1391.04,103.04,0.8182835818513593,adaptive_fp_growth_fast_slow,1440.0,1288.0,152.0,0.034,1391.04,103.04,0.0741
172,"1123,1496,2020,2045",4,Vaseline Cocoa 100ml|Tiara Layer Cake (Chocolate)310g|Harischandra Noodles 400g (2minutes)|Edinborough Tomato Sauce 405g,Cooking Essentials|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Slow|Fast|Fast|Fast,3,0,1,0.03138307497436517,0.015813177312664618,0.8399723066820174,21.9628312653581,1.0,6,0.0,0.03136792452830189,0.029952830188679246,0.14599056603773586,0.0,1509.84,111.84,0.8182806337381517,adaptive_fp_growth_fast_slow,1510.0,1398.0,112.0,0.0001,1509.84,111.84,0.0741
